"ACI","ADI","AEI","bioindex","duration","Individual"
21.961217075295,0.691229,0.030961,2.63665281943073,12.971746031746,"CR_01"
23.3305869692061,0.688029,0.050545,3.1378271209172,12.6011337868481,"CR_01"
21.3529959346241,0.680617,0.078987,3.36066021810817,11.9243310657596,"CR_01"
22.6057065318919,0.660598,0.126876,3.18130849677632,12.4883219954649,"CR_01"
22.6571419967777,0.677532,0.088131,2.81430579325882,11.988798185941,"CR_01"
23.5085481134812,0.688454,0.048402,3.65532228457922,11.457029478458,"CR_01"
22.7561212273791,0.673049,0.099909,2.82749207923796,12.8428344671202,"CR_01"
39.0055337572192,0.662598,0.122957,3.59349286268332,17.3562585034014,"DK_01"
25.1917701749923,0.693147,0.000254,4.31081458760288,14.9456689342404,"DK_01"
24.4193979047356,0.674686,0.09578,3.31845689982769,13.4029024943311,"DK_01"
25.3159657321382,0.689652,0.041778,4.15079504073524,14.8010430839002,"DK_01"
24.2980215777173,0.687974,0.050815,3.83181020752877,14.3671428571429,"DK_01"
36.9675210362073,0.690547,0.03604,4.00970852004944,17.1152154195011,"DK_01"
38.0486042927208,0.687066,0.055084,2.3142867316951,15.3313605442177,"DK_01"
9.70741415301723,0.693107,0.004455,4.30799949253671,9.88344671201814,"DK_01"
24.3291256717155,0.690488,0.036445,5.10142539352272,13.7501587301587,"DK_02"
23.0479480514079,0.691589,0.027904,4.83317697420767,13.4296371882086,"DK_02"
23.816730205137,0.689334,0.043636,4.82700944621276,13.1264399092971,"DK_02"
24.0991988508133,0.690058,0.039282,3.59628976630397,13.2685714285714,"DK_02"
22.570530699197,0.692837,0.012445,2.49600392271306,13.4814739229025,"DK_02"
22.5818552864742,0.686357,0.058199,3.34861085727385,12.5283900226757,"DK_02"
24.6784659580856,0.691375,0.029762,4.48591540086597,13.4880952380952,"DK_02"
23.2126590639441,0.693129,0.00303,4.02514479920119,13.3664172335601,"DK_02"
21.429336902658,0.689287,0.043904,3.56712396766161,13.2448526077098,"DK_02"
22.0822886176695,0.692009,0.023848,3.71323449809962,13.627619047619,"DK_02"
22.9845603502868,0.688394,0.048714,3.68762840483101,12.320589569161,"DK_02"
22.8941644117858,0.671813,0.102913,4.19990376543007,12.7927891156463,"DK_02"
22.075933010803,0.690195,0.038399,2.94320922231288,14.5274376417234,"DK_02"
23.0974568793247,0.680859,0.078223,3.6137251938723,12.6360544217687,"DK_02"
21.9590921223393,0.690252,0.038031,2.99710852086236,12.4502494331066,"DK_02"
21.2147617289791,0.692685,0.015196,2.39431684689196,13.9780045351474,"DK_02"
21.929333593774,0.692967,0.009494,2.38286203296718,14.2160317460317,"DK_02"
22.7241490173978,0.689121,0.044836,3.20422672735653,13.0151927437642,"DK_02"
23.6579387632956,0.672612,0.100981,3.20578088564534,12.9487301587302,"DK_03"
22.7089213251253,0.64916,0.147204,3.04512946009992,12.4442630385488,"DK_03"
24.0344239461588,0.630447,0.175184,2.91674431540959,11.9114512471655,"DK_03"
38.3486142204383,0.67597,0.09241,2.70799489052782,15.2615646258503,"DK_03"
37.6347161600957,0.686213,0.058813,2.87150589760851,15.2982993197279,"DK_03"
22.1908918389038,0.650621,0.144775,3.18449324173716,13.1725850340136,"DK_03"
23.3905250799441,0.679438,0.082603,3.1529243553207,11.8840816326531,"DK_03"
23.4472685960803,0.692987,0.008953,3.47957281406641,12.6107256235828,"DK_03"
21.5601260015064,0.687981,0.050779,3.03511170579576,13.8251020408163,"DK_03"
22.6919937747981,0.687866,0.051342,3.04907953520178,13.3428117913832,"DK_03"
22.6098811530144,0.661788,0.124558,2.88079155143248,14.8373696145125,"DK_03"
36.6310259103953,0.692605,0.016459,4.50692283552996,15.0018140589569,"DK_07"
21.8602231766194,0.692421,0.019051,4.26758999369645,13.3415192743764,"DK_07"
22.7312552576149,0.691416,0.029409,2.73232567863664,13.5787301587302,"DK_07"
20.9660678025196,0.68932,0.043717,3.50454088583389,13.9048299319728,"DK_07"
21.8726717345287,0.684798,0.064521,3.74655572274487,12.8968253968254,"DK_07"
24.4493361833271,0.692879,0.011576,4.24551268789567,12.6892970521542,"DK_07"
36.1064758021346,0.693121,0.003623,4.31724484022821,15.4761678004535,"DK_07"
22.5515530360315,0.691989,0.024063,4.23619468392444,14.1716780045351,"DK_07"
22.6245432381151,0.689023,0.045381,3.45709400403617,13.7565986394558,"DK_07"
23.25995086666,0.693146,0.000896,4.29659394408501,13.5490702947846,"DK_07"
23.405863503156,0.689751,0.041183,4.35341535655283,13.4897732426304,"DK_07"
22.8903405056276,0.692349,0.019976,4.50914254313614,13.964126984127,"DK_07"
22.9229072051825,0.691078,0.032153,3.81453433528338,14.260612244898,"DK_07"
23.2958132984505,0.691512,0.02859,4.0134287185849,14.4385034013605,"DK_07"
20.9718517309588,0.670152,0.106814,3.13722998243806,13.9344897959184,"DK_07"
20.3958814155963,0.649155,0.147214,3.53139118290853,14.1716780045351,"DK_07"
21.1156333520306,0.641386,0.15947,3.37670942129593,13.4601360544218,"DK_07"
20.4337289231502,0.65967,0.12865,2.91809327421072,14.7646258503401,"DK_07"
34.6626818131878,0.692333,0.020175,3.35869614429545,17.4749886621315,"DK_09"
33.8500794960226,0.692434,0.018888,3.10617002778754,16.6915419501134,"DK_09"
21.6537794390851,0.692754,0.014012,4.47602810676581,13.5938321995465,"DK_09"
21.3769592000826,0.692807,0.013038,3.48524336545169,14.6756916099773,"DK_09"
21.2942418665967,0.692824,0.01272,4.31632733646841,14.9904535147392,"DK_09"
22.7855551078822,0.693077,0.005903,4.63599291200193,13.81589569161,"DK_09"
20.8836343773356,0.689298,0.043844,3.90097996583892,14.4584580498866,"DK_09"
21.939333923201,0.68671,0.056671,4.39360130614634,11.5928798185941,"DK_09"
23.6474787328366,0.683228,0.070307,4.43743880647633,13.881201814059,"DK_09"
23.2227254555638,0.69087,0.033731,4.74296785847241,12.6267346938776,"DK_09"
22.6263095775557,0.692285,0.020754,4.02878729749116,13.6832426303855,"DK_09"
21.3891432649713,0.692743,0.014212,3.80167425967637,14.2179818594104,"DK_09"
36.8725871882257,0.691964,0.024317,3.72242926318728,15.5952154195011,"DK_09"
22.462168360864,0.693019,0.008015,4.18055486775107,13.5256689342404,"DK_09"
21.7142539324118,0.6913,0.030378,3.65722913280871,13.4578911564626,"DK_09"
22.2122734572625,0.692998,0.008646,3.77108451833591,14.0253741496599,"DK_09"
20.5192934532145,0.692913,0.010818,3.82085215071813,14.635873015873,"DK_09"
25.5579914283451,0.690677,0.035128,3.50661842634335,10.2367120181406,"DK_09"
21.0792401205663,0.692455,0.018596,3.01352728622231,14.7200907029478,"DK_09"
23.8935269883871,0.692811,0.012968,3.63742769403714,14.9721768707483,"DK_09"
21.0337770961962,0.684929,0.064015,2.7764516413391,13.7269614512472,"DK_09"
21.0159358857004,0.684522,0.065575,3.17862523996221,14.8832199546485,"DK_09"
20.4717516134537,0.674063,0.097371,3.32643310531223,14.1420181405896,"DK_09"
35.3691456876379,0.686639,0.056982,3.1451319831712,16.247029478458,"DK_09"
20.7184189517498,0.674396,0.096523,2.98937368091917,14.6163945578231,"DK_09"
23.034930455777,0.651334,0.143573,5.31685485986305,12.6436054421769,"DK_10"
23.7753036710556,0.647376,0.150114,5.39573560025954,13.0108390022676,"DK_10"
24.4404874969605,0.676898,0.089891,5.36044064597614,12.90589569161,"DK_10"
23.4978666509822,0.652769,0.141123,4.44877838286263,12.3812698412698,"DK_10"
24.3946756580626,0.649747,0.146234,5.5957601986689,10.8598639455782,"DK_10"
23.5977136785635,0.655857,0.135691,5.73341912024919,10.7078684807256,"DK_10"
22.9982268078085,0.691289,0.030468,4.68751104259839,11.0677777777778,"DK_10"
22.7629060335045,0.693009,0.008302,4.49977059517601,11.679410430839,"DK_10"
21.8503758107496,0.692044,0.023482,3.91818140335473,11.7226530612245,"DK_10"
22.3472502866861,0.691191,0.031267,3.66431425829905,11.027029478458,"DK_10"
