"ACI","ADI","AEI","bioindex","duration","Individual","RecorderID"
31.9481234948834,0.691507,0.028632,14.1667713276145,9.4729375,"IC_02","M1_20190823_084004"
61.0686462779945,0.692116,0.022698,15.7162525079771,10.4646875,"IC_07","M1_20190823_084004"
30.6850662845115,0.692661,0.01559,14.4778342651537,9.8376875,"IC_07","M1_20190823_084004"
62.3366884905434,0.69097,0.03298,16.2719999161846,10.16825,"IC_07","M1_20190823_084004"
63.8389314984252,0.692178,0.022007,16.4149475414214,10.669875,"IC_07","M1_20190823_084004"
29.9897586330943,0.692343,0.020044,16.9524872643881,9.8605,"IC_07","M1_20190823_084004"
60.3959680929672,0.692761,0.013897,15.1209500265635,11.4564375,"IC_08","M1_20190823_084004"
60.0976794345181,0.692901,0.011099,14.3969751994016,10.327875,"IC_08","M1_20190823_084004"
59.487736313067,0.69309,0.005348,13.8959837716721,11.13725,"IC_08","M1_20190823_084004"
61.1409375525983,0.693131,0.0028,12.5907293098576,10.4475625,"IC_08","M1_20190823_084004"
58.6114436316561,0.693142,0.001588,13.237270646546,10.0435,"IC_08","M1_20190823_084004"
59.5475929725205,0.693147,0.000346,12.1736075731405,12.7760625,"MB_01","M1_20190823_084004"
60.0901441664591,0.693142,0.001601,12.729566746632,12.0425,"MB_01","M1_20190823_084004"
60.0165799919949,0.693138,0.00215,12.3123887099994,10.4143125,"MB_01","M1_20190823_084004"
61.113980975052,0.693142,0.001531,11.9732940397632,12.7438125,"MB_01","M1_20190823_084004"
62.0321031968913,0.69284,0.012399,12.57194916348,12.1473125,"MB_01","M1_20190823_084004"
59.3585582968473,0.693013,0.008199,14.2944447844941,14.186625,"MB_05","M1_20190823_084004"
64.386852794865,0.691554,0.028217,17.0015221119194,13.034,"MB_05","M1_20190823_084004"
61.6777515446938,0.691965,0.024305,16.7916802910765,14.4284375,"MB_05","M1_20190823_084004"
91.0009888848183,0.692017,0.023765,18.0237096829078,15.1378125,"MB_05","M1_20190823_084004"
94.9210138793881,0.691917,0.024797,17.8701952614076,15.1378125,"MB_05","M1_20190823_084004"
