"great.call","SNR.dB","recorder","wavname"
"M6_20190823_064007_DV_17_012.04_snr14.08",1.51710038493781,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_DV_17_012.04_snr14.08.wav"
"M6_20190823_064007_DV_17_012.05_snr13.98",0.925133548845233,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_DV_17_012.05_snr13.98.wav"
"M6_20190823_064007_DV_19_014.01_snr14.55",2.59905679380823,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_DV_19_014.01_snr14.55.wav"
"M6_20190823_064007_DV_19_014.02_snr13.95",2.65497849321044,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_DV_19_014.02_snr13.95.wav"
"M6_20190823_064007_DV_19_014.03_snr12.34",5.5491927548443,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_DV_19_014.03_snr12.34.wav"
"M6_20190823_064007_DV_19_014.04_snr14.72",0.992786030350345,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_DV_19_014.04_snr14.72.wav"
"M6_20190823_064007_DV_19_014.05_snr12.82",3.8765698437532,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_DV_19_014.05_snr12.82.wav"
"M6_20190823_064007_IC_02_041.01_snr14.87",-0.509855831819763,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_02_041.01_snr14.87.wav"
"M6_20190823_064007_IC_02_041.02_snr16.38",4.43975624904794,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_02_041.02_snr16.38.wav"
"M6_20190823_064007_IC_02_041.03_snr15.91",2.91087394469133,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_02_041.03_snr15.91.wav"
"M6_20190823_064007_IC_02_041.04_snr15.51",1.52636673361944,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_02_041.04_snr15.51.wav"
"M6_20190823_064007_IC_02_041.06_snr16.23",2.84853907471117,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_02_041.06_snr16.23.wav"
"M6_20190823_064007_IC_07_055.01_snr14.49",2.12728326330278,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_07_055.01_snr14.49.wav"
"M6_20190823_064007_IC_07_055.02_snr14.46",1.43906826155047,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_07_055.02_snr14.46.wav"
"M6_20190823_064007_IC_07_055.03_snr15.89",5.30752839097865,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_07_055.03_snr15.89.wav"
"M6_20190823_064007_IC_07_055.04_snr15.81",4.4839636591747,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_07_055.04_snr15.81.wav"
"M6_20190823_064007_IC_07_055.05_snr15.38",1.94555687303794,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_07_055.05_snr15.38.wav"
"M6_20190823_064007_IC_08_018.01_snr16.48",4.43917213437201,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_08_018.01_snr16.48.wav"
"M6_20190823_064007_IC_08_018.02_snr17.13",5.04856770152022,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_08_018.02_snr17.13.wav"
"M6_20190823_064007_IC_08_018.03_snr16.13",2.12503912138127,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_08_018.03_snr16.13.wav"
"M6_20190823_064007_IC_08_018.04_snr14.33",4.75632341922971,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_08_018.04_snr14.33.wav"
"M6_20190823_064007_IC_08_018.05_snr16.71",2.26685191932509,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_IC_08_018.05_snr16.71.wav"
"M6_20190823_064007_MB_01_564.01_snr14.96",1.6091949125137,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_01_564.01_snr14.96.wav"
"M6_20190823_064007_MB_01_564.02_snr14.58",2.78617377980686,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_01_564.02_snr14.58.wav"
"M6_20190823_064007_MB_01_564.03_snr13.63",-1.24526377001825,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_01_564.03_snr13.63.wav"
"M6_20190823_064007_MB_01_564.04_snr13.94",-1.04723575277259,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_01_564.04_snr13.94.wav"
"M6_20190823_064007_MB_01_564.05_snr16.55",5.83904099610128,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_01_564.05_snr16.55.wav"
"M6_20190823_064007_MB_05_109.01_snr13.61",0.762927217696746,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_05_109.01_snr13.61.wav"
"M6_20190823_064007_MB_05_109.02_snr12.82",1.7932818735765,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_05_109.02_snr12.82.wav"
"M6_20190823_064007_MB_05_109.03_snr11.94",2.90990707443226,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_05_109.03_snr11.94.wav"
"M6_20190823_064007_MB_05_109.04_snr14.92",1.27639121280792,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_064007_MB_05_109.04_snr14.92.wav"
"M6_20190823_072007_DK_02_021.01_snr11.6",-2.26168805150654,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_02_021.01_snr11.6.wav"
"M6_20190823_072007_DK_02_021.02_snr11.45",-2.92690300795972,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_02_021.02_snr11.45.wav"
"M6_20190823_072007_DK_02_021.03_snr12.14",-0.759605748226968,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_02_021.03_snr12.14.wav"
"M6_20190823_072007_DK_02_021.04_snr12.17",-3.21999202288214,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_02_021.04_snr12.17.wav"
"M6_20190823_072007_DK_02_021.05_snr11.69",-1.73514151969107,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_02_021.05_snr11.69.wav"
"M6_20190823_072007_DK_07_045.01_snr12.15",-5.72964854634248,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_07_045.01_snr12.15.wav"
"M6_20190823_072007_DK_07_045.02_snr13.93",-1.68419088251,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_07_045.02_snr13.93.wav"
"M6_20190823_072007_DK_07_045.03_snr12.76",-3.05379420860258,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_07_045.03_snr12.76.wav"
"M6_20190823_072007_DK_07_045.04_snr12.64",1.02764355332276,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_07_045.04_snr12.64.wav"
"M6_20190823_072007_DK_07_045.05_snr11.46",-2.11187432451333,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_07_045.05_snr11.46.wav"
"M6_20190823_072007_DK_09_030.01_snr11.77",-0.675883038378996,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_09_030.01_snr11.77.wav"
"M6_20190823_072007_DK_09_030.02_snr12.46",-2.07133973527599,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_09_030.02_snr12.46.wav"
"M6_20190823_072007_DK_09_030.03_snr11.92",-3.42945409236748,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_09_030.03_snr11.92.wav"
"M6_20190823_072007_DK_09_030.04_snr11.91",-1.45846822840409,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_09_030.04_snr11.91.wav"
"M6_20190823_072007_DK_09_030.05_snr11.48",-3.59127948209535,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DK_09_030.05_snr11.48.wav"
"M6_20190823_072007_DV_15_013.01_snr11.44",-0.275424050954948,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DV_15_013.01_snr11.44.wav"
"M6_20190823_072007_DV_15_013.02_snr11.91",0.412874522270724,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DV_15_013.02_snr11.91.wav"
"M6_20190823_072007_DV_15_013.03_snr10.86",-0.624234956681205,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DV_15_013.03_snr10.86.wav"
"M6_20190823_072007_DV_15_013.04_snr11.47",1.5296059718976,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DV_15_013.04_snr11.47.wav"
"M6_20190823_072007_DV_15_013.05_snr11.17",-2.81552596508608,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DV_15_013.05_snr11.17.wav"
"M6_20190823_072007_DV_17_012.01_snr13.55",-0.495631010644957,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DV_17_012.01_snr13.55.wav"
"M6_20190823_072007_DV_17_012.02_snr13.53",0.118029449078927,"M6","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M6_20190823_072007_DV_17_012.02_snr13.53.wav"
