"great.call","SNR.dB","recorder","wavname"
"M5_20190823_060006_DK_02_021.01_snr13.14",0.866213052974694,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_02_021.01_snr13.14.wav"
"M5_20190823_060006_DK_02_021.02_snr12.8",-0.540448529936177,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_02_021.02_snr12.8.wav"
"M5_20190823_060006_DK_02_021.03_snr14.79",-1.51828656119936,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_02_021.03_snr14.79.wav"
"M5_20190823_060006_DK_02_021.04_snr13.02",-0.133666918813545,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_02_021.04_snr13.02.wav"
"M5_20190823_060006_DK_02_021.05_snr13.75",0.826629314325686,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_02_021.05_snr13.75.wav"
"M5_20190823_060006_DK_07_045.01_snr14.69",-1.39422541503499,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_07_045.01_snr14.69.wav"
"M5_20190823_060006_DK_07_045.02_snr13.7",2.69092229894701,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_07_045.02_snr13.7.wav"
"M5_20190823_060006_DK_07_045.03_snr13.92",1.15846377983755,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_07_045.03_snr13.92.wav"
"M5_20190823_060006_DK_07_045.04_snr11.05",1.84299733066175,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_07_045.04_snr11.05.wav"
"M5_20190823_060006_DK_07_045.05_snr13.94",-1.19159609781661,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_07_045.05_snr13.94.wav"
"M5_20190823_060006_DK_09_030.01_snr13.79",0.310005720588162,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_09_030.01_snr13.79.wav"
"M5_20190823_060006_DK_09_030.02_snr15.09",1.60225824962798,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_09_030.02_snr15.09.wav"
"M5_20190823_060006_DK_09_030.03_snr16.86",-1.57713463151718,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_09_030.03_snr16.86.wav"
"M5_20190823_060006_DK_09_030.04_snr15.35",-0.652810322587063,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_09_030.04_snr15.35.wav"
"M5_20190823_060006_DK_09_030.05_snr16",-2.37282164165325,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DK_09_030.05_snr16.wav"
"M5_20190823_060006_DV_15_013.01_snr17.91",-4.15013572218846,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_15_013.01_snr17.91.wav"
"M5_20190823_060006_DV_15_013.02_snr17.76",-3.51098978071465,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_15_013.02_snr17.76.wav"
"M5_20190823_060006_DV_15_013.03_snr17.71",0.0282179154972145,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_15_013.03_snr17.71.wav"
"M5_20190823_060006_DV_15_013.04_snr16.74",-1.82727916576568,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_15_013.04_snr16.74.wav"
"M5_20190823_060006_DV_15_013.05_snr17.01",-3.600436833097,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_15_013.05_snr17.01.wav"
"M5_20190823_060006_DV_17_012.01_snr16.56",1.85947484737947,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_17_012.01_snr16.56.wav"
"M5_20190823_060006_DV_17_012.02_snr16.64",1.05374522658499,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_17_012.02_snr16.64.wav"
"M5_20190823_060006_DV_17_012.03_snr17.28",5.17604232004624,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_17_012.03_snr17.28.wav"
"M5_20190823_060006_DV_17_012.04_snr16.07",1.85504388800683,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_17_012.04_snr16.07.wav"
"M5_20190823_060006_DV_17_012.05_snr15.96",-1.46737157981156,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_17_012.05_snr15.96.wav"
"M5_20190823_060006_DV_19_014.01_snr14.27",3.17540579535695,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_19_014.01_snr14.27.wav"
"M5_20190823_060006_DV_19_014.02_snr13.29",1.76916901638809,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_19_014.02_snr13.29.wav"
"M5_20190823_060006_DV_19_014.03_snr13.86",5.24713203753062,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_19_014.03_snr13.86.wav"
"M5_20190823_060006_DV_19_014.04_snr17.84",-0.490429215581807,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_19_014.04_snr17.84.wav"
"M5_20190823_060006_DV_19_014.05_snr15.33",0.235453598650489,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_DV_19_014.05_snr15.33.wav"
"M5_20190823_060006_IC_02_041.01_snr16.71",2.32596051685046,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_IC_02_041.01_snr16.71.wav"
"M5_20190823_060006_IC_02_041.02_snr16.2",-0.151952874373635,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_IC_02_041.02_snr16.2.wav"
"M5_20190823_060006_IC_02_041.03_snr17.49",6.34407919084062,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_IC_02_041.03_snr17.49.wav"
"M5_20190823_060006_IC_02_041.04_snr16.95",-0.358369776702322,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_IC_02_041.04_snr16.95.wav"
"M5_20190823_060006_IC_02_041.06_snr18.96",3.37400961030347,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_IC_02_041.06_snr18.96.wav"
"M5_20190823_060006_IC_07_055.01_snr15.89",0.462570520766167,"M5","/Volumes/DJC 1TB/VocalIndividualityClips/SoundFilesSNR/M5_20190823_060006_IC_07_055.01_snr15.89.wav"
